file,label,mean,std,rms,zcr,centroid,bandwidth,contrast,rolloff
data_preprocessed\train\tutup\tutup48k-tutup_1.wav.wav,tutup,0.02528597,0.15343815,0.13539942,0.1771389100609756,1815.0077670804546,1365.2146426550435,21.422856434482018,3143.8643292682927
data_preprocessed\train\tutup\tutup48k-tutup_10.wav.wav,tutup,0.025407488,0.15346897,0.13546051,0.17341129954268292,1813.2063841806387,1362.1514001063506,21.405001365804967,3142.1493902439024
data_preprocessed\train\tutup\tutup48k-tutup_100.wav.wav,tutup,0.024926197,0.15137991,0.13346994,0.17987985321969696,1844.7090090262768,1397.7862176856554,21.11904247045564,3279.119318181818
data_preprocessed\train\tutup\tutup48k-tutup_101.wav.wav,tutup,0.025112612,0.15143716,0.1335709,0.17533735795454544,1842.6568426771998,1394.9918940454297,21.186101305376006,3276.751893939394
data_preprocessed\train\tutup\tutup48k-tutup_102.wav.wav,tutup,0.025151046,0.14015287,0.12326605,0.15171875,1522.1132480789463,1299.4291228547534,20.22810488901481,2779.6875
data_preprocessed\train\tutup\tutup48k-tutup_103.wav.wav,tutup,0.025096886,0.1514222,0.13355392,0.17539654356060605,1842.6766276324358,1395.0126172161415,21.15768949800761,3276.751893939394
data_preprocessed\train\tutup\tutup48k-tutup_104.wav.wav,tutup,0.025146252,0.14015076,0.12326308,0.151640625,1522.1093021048075,1299.4365231650886,20.07157421161862,2780.0
data_preprocessed\train\tutup\tutup48k-tutup_105.wav.wav,tutup,0.025051737,0.140141,0.123229675,0.15224609375,1522.7309231314223,1301.1010232892652,20.14402899394776,2780.625
data_preprocessed\train\tutup\tutup48k-tutup_106.wav.wav,tutup,0.025041467,0.14012621,0.12321523,0.15322265625,1523.17381565393,1301.7830677902691,20.129269186041686,2780.9375
data_preprocessed\train\tutup\tutup48k-tutup_107.wav.wav,tutup,0.025116855,0.14014307,0.123248726,0.15234375,1522.1922327563102,1299.615272931812,20.22396343723957,2779.6875
data_preprocessed\train\tutup\tutup48k-tutup_108.wav.wav,tutup,0.025116313,0.15143624,0.13357127,0.17521898674242425,1842.5929817595597,1394.9313788637476,21.21655484488292,3276.751893939394
data_preprocessed\train\tutup\tutup48k-tutup_109.wav.wav,tutup,0.024512015,0.14753473,0.13119793,0.172412109375,1861.9540769415037,1415.3874210977842,20.93152411531044,3325.5208333333335
data_preprocessed\train\tutup\tutup48k-tutup_11.wav.wav,tutup,0.025334667,0.15343902,0.13541476,0.17542397103658536,1814.3698429482147,1363.98504233022,21.48244019848589,3143.1021341463415
data_preprocessed\train\tutup\tutup48k-tutup_110.wav.wav,tutup,0.025981514,0.14539784,0.1280218,0.14964758831521738,1521.8618134770159,1308.4113849131263,19.78943741840591,2781.929347826087
data_preprocessed\train\tutup\tutup48k-tutup_111.wav.wav,tutup,0.024597427,0.14757812,0.13125867,0.173193359375,1860.9736326196,1413.945157220431,20.94650478315971,3325.0
data_preprocessed\train\tutup\tutup48k-tutup_112.wav.wav,tutup,0.02597732,0.1453856,0.12801078,0.1497749660326087,1521.9342068745107,1308.4612707777158,19.85807429594818,2782.2690217391305
data_preprocessed\train\tutup\tutup48k-tutup_113.wav.wav,tutup,0.025851132,0.14534333,0.12794238,0.1510275135869565,1523.022215860104,1310.8414608613714,19.891146650828784,2783.288043478261
data_preprocessed\train\tutup\tutup48k-tutup_114.wav.wav,tutup,0.025939608,0.14540856,0.12801959,0.15041185461956522,1522.0451600423983,1308.8362108337408,19.905024149784385,2782.2690217391305
data_preprocessed\train\tutup\tutup48k-tutup_115.wav.wav,tutup,0.026066171,0.14541566,0.12805937,0.14935037364130435,1521.281111805172,1307.2391833872516,19.784286670439474,2782.608695652174
data_preprocessed\train\tutup\tutup48k-tutup_116.wav.wav,tutup,0.024263375,0.14747588,0.13107911,0.18055013020833333,1865.6648884408166,1420.9144399235431,20.932622670316302,3329.6875
data_preprocessed\train\tutup\tutup48k-tutup_117.wav.wav,tutup,0.024078827,0.14731905,0.13089606,0.18585611979166666,1868.5349349299418,1425.2353908654816,20.81472658544895,3334.1145833333335
data_preprocessed\train\tutup\tutup48k-tutup_118.wav.wav,tutup,0.024656778,0.14760886,0.13130094,0.17166341145833333,1860.7226469089956,1413.7399273946,20.969582355085606,3325.2604166666665
data_preprocessed\train\tutup\tutup48k-tutup_119.wav.wav,tutup,0.026068281,0.14542063,0.12806407,0.14935037364130435,1521.2998414115493,1307.3221181082538,19.858734162160864,2782.608695652174
data_preprocessed\train\tutup\tutup48k-tutup_12.wav.wav,tutup,0.025410956,0.15346497,0.13545807,0.1716725419207317,1813.0854007763462,1361.894424629826,21.419842531495146,3141.9588414634145
data_preprocessed\train\tutup\tutup48k-tutup_120.wav.wav,tutup,0.026012557,0.14541154,0.12804163,0.14913807744565216,1521.4638563104768,1307.5961282893677,19.864093796072645,2782.2690217391305
data_preprocessed\train\tutup\tutup48k-tutup_121.wav.wav,tutup,0.024256317,0.14912103,0.13275205,0.1701388888888889,1870.6873954753817,1385.6613746221144,21.143875200927038,3312.2106481481483
data_preprocessed\train\tutup\tutup48k-tutup_122.wav.wav,tutup,0.026018381,0.14118269,0.1250032,0.15552920386904762,1517.9086286695779,1292.1102852091067,20.021971764608516,2722.098214285714
data_preprocessed\train\tutup\tutup48k-tutup_123.wav.wav,tutup,0.026001453,0.14118516,0.12500057,0.15659877232142858,1518.1309750058924,1292.8226738059784,19.959255289928983,2722.098214285714
data_preprocessed\train\tutup\tutup48k-tutup_124.wav.wav,tutup,0.024066992,0.14903086,0.1326258,0.17775245949074073,1875.1020032379422,1394.2775596170134,21.12619992701292,3316.840277777778
data_preprocessed\train\tutup\tutup48k-tutup_125.wav.wav,tutup,0.02596274,0.14116032,0.12496929,0.1563662574404762,1518.3689501154254,1293.4002274281659,19.93779921721177,2722.098214285714
data_preprocessed\train\tutup\tutup48k-tutup_126.wav.wav,tutup,0.026046952,0.14120057,0.12502545,0.15455264136904762,1517.5722805411986,1291.3997463050257,20.005063318181826,2722.470238095238
data_preprocessed\train\tutup\tutup48k-tutup_127.wav.wav,tutup,0.026046952,0.14120057,0.12502545,0.15455264136904762,1517.5722805411986,1291.3997463050257,20.005063318181826,2722.470238095238
data_preprocessed\train\tutup\tutup48k-tutup_128.wav.wav,tutup,0.026052922,0.14120162,0.1250279,0.15473865327380953,1517.637705742219,1291.4996354591065,19.969689711768005,2722.842261904762
data_preprocessed\train\tutup\tutup48k-tutup_129.wav.wav,tutup,0.024338456,0.14913486,0.13278644,0.16764322916666666,1869.3861454843307,1383.4063976976797,21.25191024300748,3310.7638888888887
data_preprocessed\train\tutup\tutup48k-tutup_13.wav.wav,tutup,0.026596015,0.14589475,0.126117,0.162872314453125,1512.5335911178506,1307.159457829196,20.319992544616845,2736.572265625
data_preprocessed\train\tutup\tutup48k-tutup_130.wav.wav,tutup,0.02438777,0.14914535,0.13280761,0.16923466435185186,1868.9886892531915,1382.700422967406,21.218841052454778,3310.474537037037
data_preprocessed\train\tutup\tutup48k-tutup_131.wav.wav,tutup,0.02602995,0.14119461,0.12501566,0.15534319196428573,1517.7845379856524,1292.0341654852916,19.9921506403515,2722.098214285714
data_preprocessed\train\tutup\tutup48k-tutup_132.wav.wav,tutup,0.024400149,0.14915659,0.13282016,0.1693793402777778,1868.827348050615,1382.2814782520886,21.249725020838067,3310.474537037037
data_preprocessed\train\tutup\tutup48k-tutup_133.wav.wav,tutup,0.026060622,0.14119224,0.12502214,0.15525018601190477,1517.5307932335722,1291.270966736259,19.98841078075165,2722.470238095238
data_preprocessed\train\tutup\tutup48k-tutup_134.wav.wav,tutup,0.02497656,0.13622902,0.11882073,0.1443115234375,1512.594594383612,1287.6574673628618,19.824973898556415,2683.59375
data_preprocessed\train\tutup\tutup48k-tutup_135.wav.wav,tutup,0.024430472,0.14355952,0.12789528,0.17291259765625,1806.821305629507,1385.7339221020677,20.947941235046834,3236.0026041666665
data_preprocessed\train\tutup\tutup48k-tutup_136.wav.wav,tutup,0.0247532,0.13622133,0.118755385,0.165673828125,1519.4034762122578,1300.2789620758708,19.624718587840125,2687.5
data_preprocessed\train\tutup\tutup48k-tutup_137.wav.wav,tutup,0.0244067,0.14353262,0.12786502,0.17376708984375,1807.7403567818571,1388.253412631854,20.991270069598706,3237.9557291666665
data_preprocessed\train\tutup\tutup48k-tutup_138.wav.wav,tutup,0.024980012,0.13622144,0.11881526,0.1444091796875,1512.8233396061303,1288.3024054262721,19.82723234408809,2683.984375
data_preprocessed\train\tutup\tutup48k-tutup_139.wav.wav,tutup,0.024922654,0.1362159,0.11879673,0.150048828125,1514.057384738692,1290.5726979897267,19.871562513171888,2683.984375
data_preprocessed\train\tutup\tutup48k-tutup_14.wav.wav,tutup,0.026784183,0.14597061,0.12623617,0.157989501953125,1509.6816472479516,1300.6855305668782,20.485067220675916,2735.595703125
data_preprocessed\train\tutup\tutup48k-tutup_140.wav.wav,tutup,0.02496354,0.13621396,0.118804894,0.1443603515625,1512.8868434053136,1288.157286719565,19.731432824145795,2683.984375
data_preprocessed\train\tutup\tutup48k-tutup_141.wav.wav,tutup,0.024993502,0.13622552,0.118821956,0.1437744140625,1512.5572860349716,1287.7004160577837,19.805115298520377,2683.984375
data_preprocessed\train\tutup\tutup48k-tutup_142.wav.wav,tutup,0.024570016,0.14357385,0.12794523,0.17018636067708334,1803.359213924087,1378.2782018371963,21.014248112855956,3232.7473958333335
data_preprocessed\train\tutup\tutup48k-tutup_143.wav.wav,tutup,0.024633711,0.14357363,0.12796235,0.17087809244791666,1802.097718914377,1375.1186022106087,20.884112619269974,3231.4453125
data_preprocessed\train\tutup\tutup48k-tutup_144.wav.wav,tutup,0.024889896,0.13620387,0.11877762,0.153466796875,1514.8991998811846,1292.4799987256226,19.796737626577073,2685.15625
data_preprocessed\train\tutup\tutup48k-tutup_145.wav.wav,tutup,0.024518194,0.14354555,0.12790777,0.17173258463541666,1804.601155675193,1380.7638290015232,20.97539851534289,3234.0494791666665
data_preprocessed\train\tutup\tutup48k-tutup_146.wav.wav,tutup,0.024570016,0.14357385,0.12794523,0.17018636067708334,1803.359213924087,1378.2782018371963,21.014248112855956,3232.7473958333335
data_preprocessed\train\tutup\tutup48k-tutup_147.wav.wav,tutup,0.024654722,0.14358422,0.127977,0.17008463541666666,1801.7899690825477,1374.2895422668425,21.06141526446831,3231.4453125
data_preprocessed\train\tutup\tutup48k-tutup_148.wav.wav,tutup,0.024067195,0.14369152,0.12713449,0.16813858695652173,1809.368854417514,1396.8762712126315,20.50528037185259,3213.9945652173915
data_preprocessed\train\tutup\tutup48k-tutup_149.wav.wav,tutup,0.020661768,0.12544873,0.1081649,0.16879111842105263,1558.4094751448442,1330.9856481011477,20.004297824319007,2774.6710526315787
data_preprocessed\train\tutup\tutup48k-tutup_15.wav.wav,tutup,0.025312731,0.15342438,0.13539577,0.17517387576219512,1814.4117623486022,1364.169486908529,21.51409801864421,3142.3399390243903
data_preprocessed\train\tutup\tutup48k-tutup_16.wav.wav,tutup,0.025367552,0.15347163,0.13545129,0.1732326600609756,1813.7258648040245,1362.9742889999939,21.422959477467135,3142.3399390243903
data_preprocessed\train\tutup\tutup48k-tutup_17.wav.wav,tutup,0.02645407,0.14588076,0.12606162,0.1666717529296875,1515.7236574158687,1313.442707757246,20.362074180542574,2737.548828125
data_preprocessed\train\tutup\tutup48k-tutup_18.wav.wav,tutup,0.026537212,0.14588304,0.12608911,0.1659393310546875,1513.9800681329389,1310.0677332499322,20.41713321694459,2737.79296875
data_preprocessed\train\tutup\tutup48k-tutup_19.wav.wav,tutup,0.02542775,0.1534669,0.13546449,0.17210127667682926,1813.0027217236564,1361.7972322066528,21.411408958522514,3141.9588414634145
data_preprocessed\train\tutup\tutup48k-tutup_2.wav.wav,tutup,0.02538545,0.15345442,0.13544185,0.17311356707317074,1813.5700862530434,1362.664146004411,21.397250247457915,3142.5304878048782
data_preprocessed\train\tutup\tutup48k-tutup_20.wav.wav,tutup,0.026789857,0.14596462,0.12623288,0.15777587890625,1509.7065038698674,1300.8165357286534,20.458394788139994,2735.595703125
data_preprocessed\train\tutup\tutup48k-tutup_21.wav.wav,tutup,0.026789809,0.14597076,0.12623788,0.15789794921875,1509.7738008747433,1300.962937353251,20.43110646583289,2735.595703125
data_preprocessed\train\tutup\tutup48k-tutup_22.wav.wav,tutup,0.02671202,0.1459479,0.1261953,0.1600799560546875,1510.3133077654795,1302.1170201417442,20.483832648889976,2735.107421875
data_preprocessed\train\tutup\tutup48k-tutup_23.wav.wav,tutup,0.02493229,0.1533302,0.1352038,0.19002477134146342,1823.5796091275329,1379.733635779371,21.517524249966236,3154.1539634146343
data_preprocessed\train\tutup\tutup48k-tutup_24.wav.wav,tutup,0.02672123,0.14594674,0.12619755,0.1597747802734375,1510.1577892456132,1301.9190794128208,20.46825664960403,2735.595703125
data_preprocessed\train\tutup\tutup48k-tutup_25.wav.wav,tutup,0.026755888,0.14595604,0.12621589,0.15826416015625,1509.790432583161,1300.9688975043664,20.442162698110952,2735.3515625
data_preprocessed\train\tutup\tutup48k-tutup_26.wav.wav,tutup,0.025404131,0.15346107,0.13545284,0.17311356707317074,1813.282230011402,1362.2338179892765,21.55828474412264,3142.1493902439024
data_preprocessed\train\tutup\tutup48k-tutup_27.wav.wav,tutup,0.02671202,0.1459479,0.1261953,0.1600799560546875,1510.3133077654795,1302.1170201417442,20.483832648889976,2735.107421875
data_preprocessed\train\tutup\tutup48k-tutup_28.wav.wav,tutup,0.02645407,0.14588076,0.12606162,0.1666717529296875,1515.7236574158687,1313.442707757246,20.362074180542574,2737.548828125
data_preprocessed\train\tutup\tutup48k-tutup_29.wav.wav,tutup,0.02528597,0.15343815,0.13539942,0.1771389100609756,1815.0077670804546,1365.2146426550435,21.422856434482018,3143.8643292682927
data_preprocessed\train\tutup\tutup48k-tutup_3.wav.wav,tutup,0.02658395,0.14588472,0.12610419,0.1640167236328125,1512.5866941587176,1307.4042172281145,20.442343761532666,2736.572265625
data_preprocessed\train\tutup\tutup48k-tutup_30.wav.wav,tutup,0.02674019,0.14593482,0.12619388,0.1600494384765625,1509.9120769306596,1301.3125281091272,20.539459713738346,2735.595703125
data_preprocessed\train\tutup\tutup48k-tutup_31.wav.wav,tutup,0.025198286,0.15347013,0.13540064,0.18093797637195122,1817.0536394328171,1368.9870133677534,21.522115411281124,3145.388719512195
data_preprocessed\train\tutup\tutup48k-tutup_32.wav.wav,tutup,0.026699366,0.145941,0.12618625,0.1614227294921875,1510.4938425534015,1302.8801938695688,20.45108220571424,2735.83984375
data_preprocessed\train\tutup\tutup48k-tutup_33.wav.wav,tutup,0.02540893,0.15346521,0.13545783,0.17317311356707318,1813.226532167333,1362.0843500990088,21.499067541505944,3142.1493902439024
data_preprocessed\train\tutup\tutup48k-tutup_34.wav.wav,tutup,0.025402188,0.15345803,0.1354497,0.17299447408536586,1813.3928159168254,1362.366427868962,21.47566284662933,3142.5304878048782
data_preprocessed\train\tutup\tutup48k-tutup_35.wav.wav,tutup,0.026728017,0.14595057,0.1262028,0.1598358154296875,1510.0047332131444,1301.5178471543977,20.583315990523463,2735.595703125
data_preprocessed\train\tutup\tutup48k-tutup_36.wav.wav,tutup,0.026739487,0.14596272,0.12621588,0.159698486328125,1510.2914818710133,1302.1552136078908,20.440177317537113,2735.83984375
data_preprocessed\train\tutup\tutup48k-tutup_37.wav.wav,tutup,0.025200361,0.15344587,0.13538097,0.17950886051829268,1816.8560205284782,1368.7941650076866,21.504734846943606,3144.817073170732
data_preprocessed\train\tutup\tutup48k-tutup_38.wav.wav,tutup,0.026574709,0.14592157,0.12613219,0.164276123046875,1513.2751910304255,1308.25754377955,20.349415180689714,2737.3046875
data_preprocessed\train\tutup\tutup48k-tutup_39.wav.wav,tutup,0.026784921,0.14596903,0.12623475,0.15765380859375,1509.6422365619335,1300.6593759085972,20.515333041793117,2735.3515625
data_preprocessed\train\tutup\tutup48k-tutup_4.wav.wav,tutup,0.025068376,0.15339307,0.13529794,0.18445121951219512,1819.980449406613,1373.7091041278304,21.498163004382516,3148.4375
data_preprocessed\train\tutup\tutup48k-tutup_40.wav.wav,tutup,0.025173724,0.15343662,0.13536593,0.18078315548780488,1817.1966432836418,1368.866159403346,21.501920982258223,3144.817073170732
data_preprocessed\train\tutup\tutup48k-tutup_41.wav.wav,tutup,0.025179917,0.1533962,0.13533239,0.18054496951219512,1817.200481609369,1369.1940842794952,21.54175897729592,3146.1509146341464
data_preprocessed\train\tutup\tutup48k-tutup_42.wav.wav,tutup,0.026758675,0.14596447,0.12622336,0.15814208984375,1509.895835410356,1301.155396985699,20.47980004668,2735.83984375
data_preprocessed\train\tutup\tutup48k-tutup_43.wav.wav,tutup,0.02531797,0.1534193,0.13539332,0.17556688262195122,1814.384702718619,1363.9900601262702,21.396607544022316,3142.9115853658536
data_preprocessed\train\tutup\tutup48k-tutup_44.wav.wav,tutup,0.026767483,0.14596285,0.12622477,0.158172607421875,1509.791929932845,1300.9628339333099,20.470404524071423,2735.3515625
data_preprocessed\train\tutup\tutup48k-tutup_45.wav.wav,tutup,0.026694238,0.14593333,0.12617832,0.1612548828125,1510.578432135252,1302.7845212595496,20.41863247404803,2736.083984375
data_preprocessed\train\tutup\tutup48k-tutup_46.wav.wav,tutup,0.025271494,0.15342288,0.13538162,0.1765672637195122,1815.3321636257556,1365.8726531758605,21.443461238237074,3143.673780487805
data_preprocessed\train\tutup\tutup48k-tutup_47.wav.wav,tutup,0.026760979,0.14595819,0.12621897,0.157958984375,1509.7526396073733,1300.9512100804777,20.43202623849849,2735.3515625
data_preprocessed\train\tutup\tutup48k-tutup_48.wav.wav,tutup,0.025432047,0.15347357,0.13547151,0.17188690929878048,1812.9961633943128,1361.7917073847852,21.436045900017895,3142.1493902439024
data_preprocessed\train\tutup\tutup48k-tutup_49.wav.wav,tutup,0.025290335,0.15342778,0.13539112,0.17554306402439024,1815.033154743178,1365.2658390988342,21.423710422834272,3143.673780487805
data_preprocessed\train\tutup\tutup48k-tutup_5.wav.wav,tutup,0.026765613,0.14596127,0.12622297,0.157806396484375,1509.8878008677102,1301.1548428854408,20.535755931045433,2735.3515625
data_preprocessed\train\tutup\tutup48k-tutup_50.wav.wav,tutup,0.025146281,0.15343872,0.1353595,0.18168826219512196,1818.4345111905113,1371.4887337229788,21.409302516431367,3145.9603658536585
data_preprocessed\train\tutup\tutup48k-tutup_51.wav.wav,tutup,0.026789961,0.14597003,0.12623735,0.157867431640625,1509.7079697397494,1300.785244176985,20.490827789300397,2735.595703125
data_preprocessed\train\tutup\tutup48k-tutup_52.wav.wav,tutup,0.02523883,0.15340608,0.13535863,0.1778296493902439,1816.2125205799048,1367.3266007871955,21.416649578141048,3144.435975609756
data_preprocessed\train\tutup\tutup48k-tutup_53.wav.wav,tutup,0.025285667,0.1534809,0.13543525,0.17671017530487804,1815.3028791489587,1365.7422838491354,21.43785176056934,3143.673780487805
data_preprocessed\train\tutup\tutup48k-tutup_54.wav.wav,tutup,0.026577655,0.14590067,0.12611654,0.163299560546875,1513.1069625652904,1308.1352076396734,20.41812337764735,2736.572265625
data_preprocessed\train\tutup\tutup48k-tutup_55.wav.wav,tutup,0.02536785,0.15346049,0.13544185,0.17291110899390244,1813.724175483859,1362.8861152902477,21.42362126868928,3142.3399390243903
data_preprocessed\train\tutup\tutup48k-tutup_56.wav.wav,tutup,0.026638549,0.1459137,0.12614562,0.162139892578125,1511.2813069769427,1304.388992183122,20.374448020423085,2736.083984375
data_preprocessed\train\tutup\tutup48k-tutup_57.wav.wav,tutup,0.02542172,0.15348168,0.13547534,0.17179163490853658,1813.1251895583625,1361.9712383842493,21.411513386968405,3142.3399390243903
data_preprocessed\train\tutup\tutup48k-tutup_58.wav.wav,tutup,0.026791286,0.14596991,0.12623765,0.158111572265625,1509.7485818285834,1300.9400964447852,20.5354781908994,2735.595703125
data_preprocessed\train\tutup\tutup48k-tutup_59.wav.wav,tutup,0.025201553,0.15338102,0.13532679,0.18005668826219512,1816.856956600147,1368.4395462737118,21.433240183417585,3144.626524390244
data_preprocessed\train\tutup\tutup48k-tutup_6.wav.wav,tutup,0.026542148,0.1459291,0.12612768,0.1652374267578125,1513.7348786964544,1309.4610071725622,20.337268102854754,2737.3046875
data_preprocessed\train\tutup\tutup48k-tutup_60.wav.wav,tutup,0.026789961,0.14597003,0.12623735,0.157867431640625,1509.7079697397494,1300.785244176985,20.490827789300397,2735.595703125
data_preprocessed\train\tutup\tutup48k-tutup_61.wav.wav,tutup,0.025179917,0.1533962,0.13533239,0.18054496951219512,1817.200481609369,1369.1940842794952,21.54175897729592,3146.1509146341464
data_preprocessed\train\tutup\tutup48k-tutup_62.wav.wav,tutup,0.025424827,0.15347292,0.13546886,0.17180354420731708,1813.0728250090715,1361.8977574981434,21.45065143306165,3142.1493902439024
data_preprocessed\train\tutup\tutup48k-tutup_63.wav.wav,tutup,0.026751807,0.14595151,0.12621091,0.158050537109375,1510.0201971516935,1301.5578914801029,20.49399012165109,2735.3515625
data_preprocessed\train\tutup\tutup48k-tutup_64.wav.wav,tutup,0.026574709,0.14592157,0.12613219,0.164276123046875,1513.2751910304255,1308.25754377955,20.349415180689714,2737.3046875
data_preprocessed\train\tutup\tutup48k-tutup_65.wav.wav,tutup,0.025393715,0.15346931,0.13545696,0.17276819740853658,1813.4292256816077,1362.421078969795,21.397717199771094,3142.3399390243903
data_preprocessed\train\tutup\tutup48k-tutup_66.wav.wav,tutup,0.025179917,0.1533962,0.13533239,0.18054496951219512,1817.200481609369,1369.1940842794952,21.54175897729592,3146.1509146341464
data_preprocessed\train\tutup\tutup48k-tutup_67.wav.wav,tutup,0.026787037,0.14596425,0.1262317,0.158111572265625,1509.682269012742,1300.7623815238076,20.485059940976182,2735.3515625
data_preprocessed\train\tutup\tutup48k-tutup_68.wav.wav,tutup,0.026752517,0.1459494,0.1262092,0.158050537109375,1509.7414580025884,1300.8471860775758,20.512093589561207,2735.107421875
data_preprocessed\train\tutup\tutup48k-tutup_69.wav.wav,tutup,0.026751718,0.14596117,0.12621862,0.15802001953125,1509.8839006464368,1301.1982176112908,20.457606447003148,2735.107421875
data_preprocessed\train\tutup\tutup48k-tutup_7.wav.wav,tutup,0.026777513,0.14595777,0.12622382,0.1580810546875,1509.7706956376314,1300.867115432754,20.53466360913539,2735.595703125
data_preprocessed\train\tutup\tutup48k-tutup_70.wav.wav,tutup,0.026611462,0.14592528,0.12614667,0.162628173828125,1512.5258263346705,1307.4985886760596,20.304222049987224,2736.572265625
data_preprocessed\train\tutup\tutup48k-tutup_71.wav.wav,tutup,0.026611462,0.14592528,0.12614667,0.162628173828125,1512.5258263346705,1307.4985886760596,20.304222049987224,2736.572265625
data_preprocessed\train\tutup\tutup48k-tutup_72.wav.wav,tutup,0.025419015,0.15346958,0.13546433,0.171875,1813.130500832047,1361.969965736855,21.396086382690168,3142.1493902439024
data_preprocessed\train\tutup\tutup48k-tutup_73.wav.wav,tutup,0.026404228,0.14589952,0.12606218,0.1702117919921875,1517.7973478386318,1317.9121753191357,20.22606641718022,2740.72265625
data_preprocessed\train\tutup\tutup48k-tutup_74.wav.wav,tutup,0.026651524,0.14593141,0.12616363,0.1623992919921875,1511.122081958569,1303.9960978607542,20.366011662316215,2736.083984375
data_preprocessed\train\tutup\tutup48k-tutup_75.wav.wav,tutup,0.026743207,0.14596482,0.12621883,0.1600341796875,1510.0938643169,1301.7628037731367,20.48990060701818,2735.83984375
data_preprocessed\train\tutup\tutup48k-tutup_76.wav.wav,tutup,0.025179917,0.1533962,0.13533239,0.18054496951219512,1817.200481609369,1369.1940842794952,21.54175897729592,3146.1509146341464
data_preprocessed\train\tutup\tutup48k-tutup_77.wav.wav,tutup,0.025227904,0.15338951,0.13534042,0.17885384908536586,1816.2056151663976,1367.35884912566,21.487455348718104,3144.626524390244
data_preprocessed\train\tutup\tutup48k-tutup_78.wav.wav,tutup,0.02540893,0.15346521,0.13545783,0.17317311356707318,1813.226532167333,1362.0843500990088,21.499067541505944,3142.1493902439024
data_preprocessed\train\tutup\tutup48k-tutup_79.wav.wav,tutup,0.026601588,0.145909,0.12612952,0.1627960205078125,1512.1870277211103,1306.264629517654,20.393299354045563,2736.81640625
data_preprocessed\train\tutup\tutup48k-tutup_8.wav.wav,tutup,0.025200361,0.15344587,0.13538097,0.17950886051829268,1816.8560205284782,1368.7941650076866,21.504734846943606,3144.817073170732
data_preprocessed\train\tutup\tutup48k-tutup_80.wav.wav,tutup,0.0266709,0.14596227,0.12619442,0.161529541015625,1511.0619575530707,1303.8321836271953,20.51881860049803,2736.083984375
data_preprocessed\train\tutup\tutup48k-tutup_81.wav.wav,tutup,0.026776275,0.14596723,0.12623107,0.15814208984375,1509.7142195681583,1300.7548542584705,20.448589210382384,2735.3515625
data_preprocessed\train\tutup\tutup48k-tutup_82.wav.wav,tutup,0.025264045,0.15345548,0.13540696,0.1773532774390244,1815.712490667276,1366.2517829068202,21.447420017617706,3143.8643292682927
data_preprocessed\train\tutup\tutup48k-tutup_83.wav.wav,tutup,0.024427462,0.15303059,0.13480502,0.2038991044207317,1839.728978562375,1406.1004091656584,21.445845231746254,3176.638719512195
data_preprocessed\train\tutup\tutup48k-tutup_84.wav.wav,tutup,0.02538545,0.15345442,0.13544185,0.17311356707317074,1813.5700862530434,1362.664146004411,21.397250247457915,3142.5304878048782
data_preprocessed\train\tutup\tutup48k-tutup_85.wav.wav,tutup,0.02674019,0.14593482,0.12619388,0.1600494384765625,1509.9120769306596,1301.3125281091272,20.539459713738346,2735.595703125
data_preprocessed\train\tutup\tutup48k-tutup_86.wav.wav,tutup,0.026601588,0.145909,0.12612952,0.1627960205078125,1512.1870277211103,1306.264629517654,20.393299354045563,2736.81640625
data_preprocessed\train\tutup\tutup48k-tutup_87.wav.wav,tutup,0.025201553,0.15338102,0.13532679,0.18005668826219512,1816.856956600147,1368.4395462737118,21.433240183417585,3144.626524390244
data_preprocessed\train\tutup\tutup48k-tutup_88.wav.wav,tutup,0.024749206,0.14839704,0.13149054,0.17301432291666666,1815.929941828683,1361.1652115524857,21.556415256634764,3195.746527777778
data_preprocessed\train\tutup\tutup48k-tutup_89.wav.wav,tutup,0.024687257,0.14837255,0.13145226,0.173828125,1816.685598651261,1362.2613810591329,21.539857758501327,3197.0486111111113
data_preprocessed\train\tutup\tutup48k-tutup_9.wav.wav,tutup,0.02538545,0.15345442,0.13544185,0.17311356707317074,1813.5700862530434,1362.664146004411,21.397250247457915,3142.5304878048782
data_preprocessed\train\tutup\tutup48k-tutup_90.wav.wav,tutup,0.025708433,0.14140515,0.123841226,0.14657156808035715,1506.8126537937744,1285.5553312396135,20.320057947572057,2717.6339285714284
data_preprocessed\train\tutup\tutup48k-tutup_91.wav.wav,tutup,0.024517763,0.14836189,0.13139409,0.17955186631944445,1819.361331400059,1366.8657040886078,21.559304166819135,3199.4357638888887
data_preprocessed\train\tutup\tutup48k-tutup_92.wav.wav,tutup,0.025695791,0.14139882,0.12383192,0.1466064453125,1506.9272341866795,1285.8214829044734,20.269691083190313,2717.6339285714284
data_preprocessed\train\tutup\tutup48k-tutup_93.wav.wav,tutup,0.024423413,0.14829245,0.1313098,0.18355305989583334,1821.77493104592,1370.6003392305795,21.46714592926166,3201.171875
data_preprocessed\train\tutup\tutup48k-tutup_94.wav.wav,tutup,0.02462551,0.14836292,0.13142605,0.1758355034722222,1817.610190859456,1363.9138634726125,21.52463146473259,3197.4826388888887
data_preprocessed\train\tutup\tutup48k-tutup_95.wav.wav,tutup,0.025739944,0.14139833,0.12384415,0.14615304129464285,1506.620468777379,1285.2088901268912,20.311134936715618,2717.354910714286
